CycID	BH.Q	ADJ.P	PER	LAG	AMP
PF00308.21	1	1	24	10	0.118202826545227
PF08299.14	1	1	24	10	0.0778729014734572
PF01527.23	1	0.839458824074502	20	18	2.04283411320831
PF01025.22	1	0.18937883767289	20	10	0.210042807267677
PF00012.23	1	1	24	10	0.303469953007768
PF06100.14	1	1	24	18	0.2484683171405
PF08220.15	1	1	24	18	0.710130536710101
PF00455.25	1	1	20	12	0.0932786803532455
PF00294.27	1	0.585634848170037	24	6	0.562617178465922
PF00359.25	1	0.18937883767289	20	18	0.460276789017266
PF02302.20	1	1	24	0	0.243937018370605
PF02378.21	1	1	20	14	0.363616492662211
PF13396.9	0.861713147445499	0.132795407746432	20	12	0.280150284995783
PF13091.9	1	1	20	12	0.324572042716642
PF10298.12	1	1	20	2	0.179263891078958
PF14527.9	1	1	24	10	0.15381017595475
PF02650.17	1	1	24	10	0.15381017595475
PF01226.20	1	1	24	10	0.0843969200600078
PF04167.16	0.661987876881522	0.0809096293966304	20	6	0.0475193277126882
PF03462.21	1	0.703461686116754	20	6	0.374892261022403
PF00472.23	1	0.703461686116754	20	6	0.476939442082802
PF00268.24	1	1	0	0	0
PF08343.13	1	1	0	0	0
PF00317.24	1	1	20	6	0.0281502490693367
PF02867.18	0.270977213370555	0.00255268389407045	20	8	0.289476884462229
PF07972.14	1	1	0	0	0
PF02518.29	0.983650378168894	0.16798087375976	20	16	8.68488112832692
PF00204.28	0.458110352759337	0.0268890859228307	20	8	0.346718333051653
PF01751.25	0.983650378168894	0.16798087375976	20	14	1.00779823476047
PF00986.24	0.594813595319606	0.0475563526692728	24	8	0.312484876599218
PF00929.27	1	1	20	10	0.144224490695575
PF00521.23	0.363544713123896	0.0145769136180113	20	8	0.379750875439304
PF03989.16	1	1	20	8	1.23313642658343
PF01544.21	0.363544713123896	0.0105520953573737	20	8	0.450155201995349
PF13231.9	1	1	24	6	0.0441440926394815
PF00535.29	1	0.703461686116754	24	10	1.48828787766347
PF00072.27	0.861713147445499	0.132795407746432	20	16	16.6870412769236
PF00486.31	0.861713147445499	0.132795407746432	20	18	5.91636719392619
PF13522.9	1	0.585634848170037	24	2	0.0798953836887115
PF01380.25	1	1	20	6	0.156944192457687
PF06114.16	1	0.210776801586019	24	18	1.32668558195832
PF01381.25	1	0.26241230001616	20	18	4.13572264870388
PF10543.12	1	0.771460255095628	24	12	0.0657271724541605
PF10552.12	1	1	0	0	0
PF07193.14	1	1	0	0	0
PF06563.14	1	1	0	0	0
PF00004.32	1	1	24	6	0.67521335334175
PF16193.8	0.983650378168894	0.16798087375976	20	10	0.264868130774586
PF12002.11	0.983650378168894	0.16798087375976	20	10	0.264868130774586
PF00692.22	1	0.771460255095628	24	16	0.236779468541431
PF07097.14	1	1	0	0	0
PF06605.14	1	0.23659455080109	24	16	0.323430899921098
PF18013.4	1	1	24	18	0.0574799106088064
PF01551.25	1	0.26241230001616	20	14	0.409114325601367
PF10651.12	1	1	0	0	0
PF00005.30	0.754808626114463	0.104105247708058	20	16	16.1842900165644
PF12848.10	1	1	24	10	0.309772154836121
PF04688.16	1	1	0	0	0
PF06971.16	1	1	20	0	0.18672540267306
PF02629.22	1	1	20	18	0.138623001440296
PF00156.30	1	1	20	10	0.583297838527071
PF01979.23	1	1	20	16	0.647930105900586
PF00730.28	1	1	20	4	0.408766490830683
PF10576.12	1	1	20	2	0.0693244802491983
PF01784.21	0.642497922734935	0.0549382281758857	20	10	0.183912892255646
PF01521.23	1	1	0	0	0
PF08282.15	1	1	20	0	0.858043609884839
PF01966.25	1	1	20	16	0.11838774562717
PF00829.24	1	1	24	10	0.309898062653356
PF06325.16	1	0.917407490480166	20	10	0.313389135700932
PF04327.15	0.728100371875864	0.092507438552344	24	16	0.35565280889723
PF01016.22	1	0.440963046035722	24	12	0.510112858193434
PF01566.21	1	1	20	2	0.0746428927642119
PF02562.19	1	0.293319663281979	20	16	0.181401763894258
PF02130.20	1	0.585634848170037	24	10	0.14317560966213
PF20260.1	1	1	24	10	0.0570807477204679
PF04452.17	1	1	24	10	0.0570807477204679
PF02091.18	1	0.917407490480166	20	8	0.0705788224022079
PF02092.20	0.983650378168894	0.16798087375976	20	8	0.0269472957774437
PF05979.15	1	1	0	0	0
PF00654.23	0.50215004649766	0.0314147009765445	20	8	0.516145413176694
PF01522.24	1	1	24	12	0.25903551948419
PF17767.4	1	0.440963046035722	24	14	0.168613999972372
PF04095.19	1	0.484261625323206	24	14	0.105514400132186
PF17956.4	0.821414332982903	0.118450327727245	24	14	0.177397795177598
PF00583.28	1	1	20	16	0.794213069584114
PF02540.20	1	1	20	10	0.320386497950877
PF02687.24	0.458110352759337	0.0268890859228307	20	16	10.6243033138669
PF12704.10	0.416236182847265	0.019906947875304	20	14	1.27695676450544
PF07685.17	1	1	20	12	0.08343615495836
PF08245.15	0.661987876881522	0.0809096293966304	24	8	0.7829274015376
PF08353.13	1	1	24	0	0.0639117039668458
PF03306.16	1	1	0	0	0
PF00009.30	1	1	20	8	0.558415902526437
PF03144.28	1	0.703461686116754	20	10	0.156558307678939
PF14492.9	1	1	20	14	0.267503841757799
PF00679.27	1	1	24	6	0.349536931635018
PF06421.15	1	0.324227026547799	24	2	0.172013852694526
PF13328.9	1	1	20	16	0.158206905532507
PF04607.20	1	1	20	10	0.124016940826783
PF02824.24	0.643404561709587	0.0623201036824986	24	12	0.156250670741222
PF19296.2	0.522080380229015	0.0359403160302583	20	16	0.191649499246368
PF13291.9	1	0.324227026547799	20	12	0.105660043263936
PF13460.9	1	1	0	0	0
PF13520.9	0.50215004649766	0.0314147009765445	20	8	0.454152051774905
PF02424.18	1	0.644548267143396	24	14	0.301336189208934
PF04203.16	0.754808626114463	0.104105247708058	20	18	0.891546461171588
PF00580.24	1	0.484261625323206	24	10	0.468583017651805
PF13361.9	1	0.995356156885831	20	12	0.525517097132971
PF03352.16	1	0.534948236746622	24	16	0.251890985717079
PF00890.27	0.270977213370555	0.00255268389407045	20	6	0.890496517762105
PF00056.26	1	1	20	10	0.192166859870689
PF02866.21	1	1	24	6	0.121334596673365
PF02580.19	1	1	20	10	0.360110162312461
PF13580.9	0.861713147445499	0.132795407746432	20	10	0.0811478592054714
PF00367.23	1	1	20	16	0.178170724235071
PF01418.20	1	0.917407490480166	20	18	0.120976610901332
PF13238.9	0.728100371875864	0.092507438552344	24	10	0.168584256571334
PF06736.14	1	1	0	0	0
PF01183.23	1	1	20	10	0.127981341373179
PF01643.20	1	0.293319663281979	20	12	0.210786551441261
PF00478.28	1	1	20	12	0.184830664335248
PF00860.23	1	1	20	2	0.227488386313739
PF13419.9	1	0.324227026547799	20	8	1.29476543091481
PF00588.22	1	1	20	10	0.309950356347886
PF00186.22	1	1	20	6	0.129318717059994
PF06689.16	1	1	20	10	0.350825708453385
PF07724.17	0.643404561709587	0.0623201036824986	24	10	0.562209032136529
PF10431.12	1	0.324227026547799	24	10	0.581544938912942
PF01926.26	1	0.585634848170037	20	8	1.17284495014774
PF02152.21	1	0.534948236746622	20	10	0.0548072018146053
PF01288.23	1	0.644548267143396	20	10	0.181372903339002
PF01227.25	1	1	20	10	0.109414829350065
PF01712.22	1	1	0	0	0
PF03447.19	1	1	20	6	0.197757971741347
PF00742.22	1	1	20	6	0.180548686805224
PF01565.26	1	0.585634848170037	24	8	0.124957282916057
PF02873.19	1	0.703461686116754	24	8	0.126123113735838
PF08402.13	1	0.397664466748238	24	14	0.0769251747353619
PF00528.25	0.594813595319606	0.0475563526692728	20	16	6.45615579733535
PF13416.9	0.754808626114463	0.104105247708058	20	16	1.28461593022029
PF01553.24	1	1	20	10	0.309775892491921
PF00122.23	1	0.210776801586019	24	10	0.755958175227848
PF01594.19	0.522080380229015	0.0359403160302583	24	10	0.395121950900125
PF13424.9	1	0.917407490480166	24	14	0.147199055923794
PF02525.20	1	1	20	18	0.128196359387683
PF02776.21	1	1	20	10	0.222889688373062
PF00205.25	1	1	20	16	0.150525587848419
PF02775.24	1	1	20	16	0.358606883398079
PF07517.17	1	1	20	12	0.0779898642961666
PF01043.23	1	1	20	12	0.0779898642961666
PF07516.16	1	1	20	12	0.0868690607240883
PF02810.18	1	0.995356156885831	24	18	0.246992610112898
PF13276.9	1	0.703461686116754	24	0	1.55611911278562
PF00665.29	1	0.26241230001616	24	22	3.13439442854412
PF13333.9	1	0.995356156885831	20	4	0.0255645810889573
PF00793.23	1	1	20	10	0.221744308248506
PF11797.11	1	1	0	0	0
PF00381.22	1	1	24	18	0.230841845061366
PF00872.21	0.522080380229015	0.0359403160302583	24	20	2.45597767896503
PF08206.14	1	1	20	8	0.0515720234653203
PF17876.4	0.754808626114463	0.104105247708058	24	10	0.1659744686106
PF00773.22	0.754808626114463	0.104105247708058	24	10	0.1659744686106
PF00575.26	1	1	20	10	1.08536391012552
PF00155.24	1	0.26241230001616	20	10	1.45416128078654
PF13393.9	1	1	20	6	0.117882138271062
PF01634.21	1	1	20	10	0.190819627792242
PF00815.23	1	0.360945746648018	24	12	0.0981047539844872
PF00475.21	1	0.18937883767289	20	8	0.190047259607815
PF01636.26	0.270977213370555	0.00115194459193934	20	10	0.660685068595837
PF00117.31	1	0.484261625323206	24	8	0.460736489234794
PF05524.16	1	0.995356156885831	24	10	0.151807348455126
