CycID	BH.Q	ADJ.P	PER	LAG	AMP
PF08455.13	1	0.455602586713698	20	4	0.12538096354445
PF00176.26	1	0.13380658436214	24	0	0.208332195142331
PF00271.34	1	0.0832745443856555	24	6	0.611479952529843
PF01565.26	1	1	24	6	0.222718936268072
PF04030.17	1	1	0	0	0
PF08447.15	1	1	20	16	0.233642830856501
PF00015.24	1	0.0832745443856555	20	0	1.11014964441605
PF08448.13	1	0.13380658436214	20	18	0.107218103846369
PF00512.28	1	0.13380658436214	20	0	0.665344624924799
PF02518.29	1	0.13380658436214	20	0	0.774039094511292
PF01025.22	1	1	24	12	0.183162777247307
PF00012.23	1	0.312045855379189	24	2	1.0512594426979
PF06100.14	1	0.898239271017049	0	0	0
PF00359.25	1	0.0156143445032334	24	2	0.444020270124435
PF02302.20	1	0.647739564961787	20	6	1.55971345588728
PF02378.21	1	0.0832745443856555	24	2	0.506049379851998
PF04167.16	1	1	24	12	0.0612599277805684
PF00521.23	1	1	24	0	0.163591456303798
PF03989.16	1	0.898239271017049	24	4	0.755887658570965
PF01544.21	1	0.772989417989418	20	10	0.0594466046487942
PF00471.23	1	0.259810405643739	24	22	0.886553361494816
PF00122.23	1	0.455602586713698	24	4	0.0986961661767646
PF00702.29	1	0.312045855379189	24	2	0.204725836039654
PF10543.12	1	0.383824221046443	0	0	0
PF10552.12	1	1	0	0	0
PF00692.22	1	1	24	22	0.0927235816154316
PF06605.14	1	1	0	0	0
PF18013.4	1	0.13380658436214	20	12	0.0364974503488479
PF01551.25	1	0.898239271017049	24	20	0.0694375003111781
PF01521.23	1	1	0	0	0
PF08282.15	1	1	20	6	0.256453788163131
PF01219.22	1	1	0	0	0
PF00654.23	1	0.0285920047031158	24	12	0.0616789370587359
PF17767.4	1	1	24	6	0.0807014318328205
PF04095.19	1	1	24	6	0.0807014318328205
PF17956.4	1	1	24	6	0.0807014318328205
PF00583.28	1	1	24	0	0.340044246564477
PF00005.30	1	0.312045855379189	20	0	6.66830977159289
PF02687.24	0.459812855183225	0.000249853027630805	24	4	2.36883186634102
PF12704.10	1	1	24	6	0.189715624456181
PF08245.15	1	1	20	2	0.161842447820634
PF08353.13	1	0.259810405643739	24	4	0.112637194520072
PF13328.9	1	1	20	2	0.0952402501636894
PF04607.20	1	0.207574955908289	20	0	0.459668865822381
PF02824.24	1	0.647739564961787	24	4	0.176931868227799
PF19296.2	1	1	20	2	0.0889821460937328
PF13291.9	1	1	20	2	0.114047957731989
PF13460.9	1	1	0	0	0
PF13520.9	1	0.551671075837743	24	10	0.0657144961016293
PF00580.24	1	0.647739564961787	24	4	0.169204068784168
PF13361.9	1	1	24	6	0.11349638504706
PF00890.27	1	0.0498794826572604	24	0	0.410009586629707
PF00056.26	1	0.00804820693709583	24	6	0.362863994243475
PF02866.21	1	0.00804820693709583	24	6	0.362863994243475
PF00478.28	1	0.207574955908289	24	2	0.264174391864987
PF00588.22	1	0.647739564961787	24	4	0.0871832387042495
PF01288.23	1	1	0	0	0
PF01227.25	1	1	20	6	0.0697655305676682
PF00528.25	1	0.207574955908289	20	0	3.89339585791891
PF01594.19	1	1	20	6	0.131361798408188
PF02776.21	1	1	24	18	0.0728177605516107
PF00205.25	1	1	24	0	0.064057158756916
PF02775.24	1	0.0498794826572604	24	2	1.8524045046415
PF07517.17	1	1	20	0	0.157778906104237
PF01043.23	1	1	20	0	0.110188922948002
PF07516.16	1	1	20	0	0.16422823859683
PF02810.18	1	1	20	2	0.271855140255931
PF00665.29	1	1	24	6	0.376340394764107
PF13333.9	1	1	20	12	0.194541710936498
PF00872.21	1	1	24	6	0.255973156821176
PF05524.16	1	1	20	16	0.274915784757791
PF00391.26	1	0.13380658436214	20	0	1.05855837593958
PF02896.21	1	0.207574955908289	20	0	1.058917394603
PF00977.24	1	0.898239271017049	20	10	0.232125648426096
PF00180.23	1	1	20	10	0.0969144912306679
PF00330.23	1	0.312045855379189	24	6	0.123124515133887
PF01195.22	1	1	0	0	0
PF01751.25	1	1	20	0	0.0830132161957333
PF01131.23	1	1	20	0	0.0808021612302768
PF01396.22	1	1	20	0	0.177147210734806
PF13495.9	1	1	24	6	0.0229166655823154
