CycID	BH.Q	ADJ.P	PER	LAG	AMP
PF13561.9	1	1	20	6	0.212068265253023
PF08240.15	1	0.16798087375976	20	6	0.334903836533293
PF00107.29	1	0.839458824074502	20	6	0.234344234754676
PF12698.10	1	0.210776801586019	20	6	0.437626745056716
PF01264.24	1	0.585634848170037	20	6	0.051130008366903
PF03703.17	1	1	20	4	0.0325941540329357
PF07905.14	0.663608703436558	0.0475563526692728	20	4	0.00944132304559267
PF17853.4	1	1	20	4	0.254646314177793
PF13556.9	1	1	20	4	0.127946801140446
PF13649.9	1	1	24	6	0.290616790899824
PF00092.31	0.328580054384623	0.00533014872615713	24	6	0.165370621402521
PF00144.27	1	0.210776801586019	24	6	0.320626613536763
PF07732.18	1	1	20	4	0.00863312380856049
PF00394.25	1	1	20	4	0.00473282725562647
PF07731.17	1	1	20	4	0.00789970825948285
PF00795.25	0.663608703436558	0.0475563526692728	20	6	0.292887129310756
PF00672.28	0.803322925915576	0.0809096293966304	20	4	2.1340715880335
PF01966.25	1	0.26241230001616	20	18	0.895589480820605
PF00587.28	1	1	20	6	0.520564150506045
PF04073.18	1	0.484261625323206	20	4	0.256375777242107
PF03129.23	1	1	20	6	0.517618909611686
PF01648.23	1	0.995356156885831	20	8	0.0397259646586298
PF01134.25	1	0.397664466748238	20	4	0.148990876791487
PF03738.17	0.882493570649679	0.104105247708058	20	8	0.00496683031662468
PF00005.30	1	0.995356156885831	20	6	7.18490157333603
PF12848.10	1	0.210776801586019	20	6	0.533245819439614
PF16326.8	1	0.26241230001616	24	6	0.0906590119741895
PF01513.24	1	0.16798087375976	20	6	0.0653549146581253
PF20143.2	1	0.16798087375976	20	6	0.0721090390964488
PF12419.11	1	1	20	4	0.00674351370750866
PF00176.26	1	0.324227026547799	20	4	0.743123466811667
PF00271.34	1	0.210776801586019	20	6	2.42567000934518
PF10646.12	1	0.839458824074502	20	2	0.026046926941267
PF00977.24	1	1	20	4	0.0517079116470978
PF01205.22	1	0.210776801586019	20	6	0.0807672017708843
PF09186.14	0.803322925915576	0.0809096293966304	20	6	0.0708836450754966
PF03806.16	0.803322925915576	0.0809096293966304	24	6	0.00928512854345308
PF01471.21	1	0.16798087375976	20	6	0.21933637115105
PF07486.15	1	0.585634848170037	20	4	0.263160813333919
PF02463.22	0.882493570649679	0.104105247708058	20	6	0.346734449024549
PF13673.10	0.415143680232252	0.0145769136180113	24	4	1.02086727608709
PF07670.17	1	0.16798087375976	20	6	0.753109918784633
PF00015.24	1	0.703461686116754	20	0	0.239879165885059
PF03807.20	1	1	20	10	0.0452963993434447
PF14748.9	1	1	20	10	0.0365530058117285
PF11023.11	1	1	0	0	0
PF08455.13	0.371037576826065	0.0105520953573737	24	2	0.0188056954765762
PF02746.19	1	0.995356156885831	20	6	0.0418367065373599
PF13378.9	1	0.995356156885831	24	6	0.0302532658786465
PF09339.13	0.345114736261063	0.00754717031043186	20	6	0.0351877106367203
PF01614.21	0.479934832439259	0.019906947875304	20	6	0.0268423987965726
PF10750.12	1	1	0	0	0
PF01546.31	1	0.703461686116754	20	4	0.142190577245962
PF07687.17	1	0.484261625323206	20	6	0.266214875058072
PF04211.16	1	1	0	0	0
PF13190.9	1	0.585634848170037	24	20	0.01875136734094
PF01912.21	1	1	0	0	0
PF03833.16	1	0.397664466748238	20	6	0.000304741833805121
PF10672.12	1	0.397664466748238	24	6	0.14965777496682
PF01368.23	1	0.585634848170037	20	6	0.175249973479301
PF02833.17	1	1	24	12	0.056424068192073
PF04851.18	1	0.16798087375976	20	6	1.37077579325184
PF18195.4	1	0.771460255095628	0	0	0
PF00710.23	1	1	20	0	0.044825700250548
PF17763.4	1	1	20	0	0.0437964191588185
PF01844.26	1	0.484261625323206	24	2	0.15625615621056
PF17957.4	1	1	20	18	0.030434247165496
PF13750.9	0.803322925915576	0.0809096293966304	24	8	0.00704393105300792
PF19077.3	0.799918348733209	0.0716148665395645	24	6	0.00427396242058719
PF05124.15	1	1	0	0	0
PF01987.20	1	1	20	6	0.0238808072117127
PF01751.25	1	0.26241230001616	20	6	1.78171868331996
PF01131.23	1	0.324227026547799	20	6	1.52415151625579
PF01396.22	0.724341061894435	0.0623201036824986	20	6	0.169138790008186
PF02778.17	1	1	0	0	0
PF01974.20	1	1	0	0	0
PF04509.15	1	0.703461686116754	20	16	0.566804164306588
PF03358.18	0.803322925915576	0.0809096293966304	20	6	1.47683585854513
PF00596.24	1	1	20	12	0.0368703926137459
PF00004.32	1	0.995356156885831	20	4	0.609774501850217
PF16193.8	1	0.16798087375976	20	6	0.12322676193344
PF12002.11	1	0.16798087375976	20	6	0.124848055919434
PF00872.21	1	1	24	6	1.07722087684823
PF00266.22	1	1	20	0	0.182318068696806
PF13395.9	1	1	20	6	0.0123354068760965
PF03990.17	0.724341061894435	0.0549382281758857	24	4	0.0281989638337076
PF07501.15	0.803322925915576	0.0809096293966304	24	2	0.0480149895382284
PF06737.17	1	0.16798087375976	20	6	0.00176092202390106
PF00501.31	1	1	20	6	0.153669873848869
PF13193.9	1	0.397664466748238	20	6	0.0946516324123817
PF00550.28	1	0.839458824074502	24	18	0.445916301092077
PF00668.23	0.882493570649679	0.104105247708058	20	16	0.0957284732395441
PF13434.9	1	0.703461686116754	0	0	0
PF01032.21	1	0.397664466748238	24	8	0.0959077953551016
PF13276.9	0.803322925915576	0.0809096293966304	24	4	1.18448568956613
PF00665.29	1	0.26241230001616	24	6	3.13242443513723
PF13333.9	0.882493570649679	0.104105247708058	24	4	1.01961389045379
PF06808.15	1	0.210776801586019	24	8	0.105463490969678
PF00378.23	1	0.16798087375976	24	18	0.334204628790853
PF07690.19	0.371037576826065	0.0105520953573737	20	8	0.985407979042149
PF01925.22	1	0.484261625323206	20	6	0.158394601538731
PF01557.21	1	0.26241230001616	24	2	0.0100572677935134
PF01566.21	0.256321042559239	0.00255268389407045	24	4	0.0157977102777596
PF13091.9	0.479934832439259	0.019906947875304	20	6	0.31235363917746
PF11907.11	0.96813418521725	0.132795407746432	20	6	0.00238074746256884
PF02591.18	1	1	20	8	0.07070847940168
PF03033.23	1	1	20	4	0.0484702209413066
PF04101.19	1	1	20	4	0.0150281751911007
PF00310.24	1	0.585634848170037	20	18	0.184968786497283
PF04898.17	1	0.210776801586019	20	18	0.10521812991779
PF01645.20	1	0.484261625323206	20	18	0.192237769249475
PF01493.22	0.96813418521725	0.132795407746432	20	18	0.187028285682898
PF01565.26	1	1	20	18	0.0489004216247079
PF04030.17	1	0.703461686116754	20	6	0.0012125829237496
PF12250.11	1	1	0	0	0
PF12249.11	1	1	0	0	0
PF12555.11	1	1	0	0	0
PF16715.8	1	1	0	0	0
PF12705.10	1	0.839458824074502	20	6	0.197230790278051
PF01341.20	1	1	0	0	0
PF00553.22	1	0.995356156885831	24	2	0.00639050131679352
PF00348.20	1	0.703461686116754	24	4	0.0885259577238684
PF17848.4	1	0.484261625323206	20	16	0.0109278612145683
PF01039.25	1	1	20	10	0.303015640002759
PF00364.25	1	1	20	16	0.205904543350272
PF02817.20	1	1	24	12	0.0229848505045127
PF00198.26	1	1	20	6	0.0314235592896624
PF02749.19	1	0.484261625323206	24	8	0.0675348636309507
PF01729.22	1	0.995356156885831	24	8	0.0591979340218573
