#FeatureID	cFA01a	cFA01b	cFA05a	cFA05b	cFA09a	cFA09b	cFA13a	cFA13b	cFA17a	cFA17b	cFA21a	cFA21b	cFT01a	cFT01b	cFT05a	cFT05b	cFT09a	cFT09b	cFT13a	cFT13b	cFT17a	cFT17b	cFT21a	cFT21b	cNA01a	cNA01b	cNA01c	cNA05a	cNA05b	cNA05c	cNA09a	cNA09b	cNA09c	cNA13a	cNA13b	cNA13c	cNA17a	cNA17b	cNA17c	cNA21a	cNA21b	cNA21c	Name
PF08860.13	0.0	0.0	0.0	0.0	9.795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	41.0	0.0	0.0	20.823	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Domain of unknown function (DUF1827)
PF06014.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.421	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacterial protein of unknown function (DUF910)
PF01638.20	8.075	62.429	0.0	62.47	15.604	86.519	0.0	17.584	10.83	47.375	48.574	18.948	35.285	29.953	26.329	47.689	17.182	24.308	30.797	9.372	11.64	43.646	45.533	9.307	273.246	193.278	524.621	243.113	588.415	1241.648	429.313	652.45	882.279	309.158	200.956	53.394	202.544	221.355	184.367	334.0	424.196	106.044	HxlR-like helix-turn-helix
PF00453.21	7.532	123.74	0.0	99.644	39.489	99.007	44.058	45.056	30.036	57.899	66.597	78.197	26.475	61.784	64.821	55.989	9.486	107.781	10.221	94.456	56.921	95.019	72.476	38.582	514.429	176.444	301.339	125.287	138.723	311.516	548.579	132.376	157.293	462.534	283.125	249.704	349.582	138.534	77.015	351.471	259.494	107.414	Ribosomal protein L20
PF01632.22	40.951	202.749	0.0	122.763	110.603	299.107	62.68	64.952	36.383	174.377	67.624	88.532	31.825	72.675	76.808	60.051	50.093	88.869	36.862	56.958	60.63	284.823	47.629	51.111	548.242	191.218	255.578	182.767	132.736	380.062	526.062	305.365	193.975	236.824	339.346	186.317	412.177	283.213	293.648	760.627	217.332	212.885	Ribosomal protein L35
PF05198.19	11.258	13.517	12.125	26.717	53.052	32.762	17.73	23.151	27.568	36.238	51.058	68.438	11.213	14.64	42.854	54.51	9.486	83.669	11.932	32.24	20.645	27.532	22.899	11.746	166.032	98.823	95.196	93.336	80.746	167.097	180.097	94.537	87.942	181.597	172.954	122.242	146.953	87.353	109.612	433.064	142.133	109.635	Translation initiation factor IF-3, N-terminal domain
PF00707.25	11.258	13.517	12.125	26.717	53.052	32.762	17.73	23.151	27.568	36.238	51.058	68.438	11.213	14.64	42.854	54.51	9.486	83.669	11.932	32.24	20.645	27.532	22.899	11.746	166.032	98.823	95.196	93.336	80.746	167.097	180.097	94.537	87.942	181.597	172.954	122.242	146.953	87.353	109.612	433.064	142.133	109.635	Translation initiation factor IF-3, C-terminal domain
PF14794.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.68	0.0	0.0	8.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Domain of unknown function (DUF4479)
PF01230.26	6.542	73.051	10.326	18.79	27.131	34.587	0.0	15.7	19.269	50.875	58.232	51.019	0.0	28.721	14.78	9.254	8.141	7.405	0.0	18.542	0.0	74.66	8.096	0.0	197.091	66.012	81.904	94.685	18.88	93.683	184.589	90.973	70.19	80.343	36.359	69.547	109.023	0.0	18.804	130.311	69.176	13.304	HIT domain
PF12732.10	0.0	0.0	0.0	0.0	13.742	0.0	0.0	0.0	0.0	0.0	0.0	51.268	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.335	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.169	88.975	48.476	46.539	9.835	17.18	18.998	24.644	72.063	0.0	YtxH-like protein
PF13616.9	5.566	7.554	0.0	0.0	2.014	0.0	0.0	0.0	0.0	10.606	0.0	3.466	0.0	4.83	3.17	0.0	3.39	13.868	0.0	15.482	0.0	16.626	0.0	0.0	23.31	20.607	53.978	7.918	40.441	66.069	45.075	12.73	38.322	0.0	4.972	23.449	5.308	2.204	5.608	22.318	4.442	9.101	PPIC-type PPIASE domain
PF13514.9	0.0	0.0	0.0	0.0	1.773	0.0	0.0	4.917	2.295	5.276	0.0	0.0	0.0	4.656	1.964	0.0	2.955	0.0	2.343	0.0	0.0	0.0	0.0	0.0	0.0	6.993	9.129	1.255	1.45	0.0	0.0	0.0	0.0	2.408	1.253	0.0	12.229	0.0	0.0	0.0	0.0	0.0	AAA domain
PF06133.14	0.0	0.0	0.0	0.0	0.0	21.028	0.0	9.458	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.259	0.0	11.232	9.542	0.0	16.986	28.254	22.91	38.843	0.0	0.0	32.745	12.848	0.0	70.86	14.541	0.0	13.401	17.306	11.534	82.128	14.411	0.0	Control of competence regulator ComK, YlbF/YmcA
PF03217.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.274	2.527	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Surface layer protein A domain
PF00294.27	40.73	200.053	21.82	58.367	27.554	169.906	70.594	76.28	62.194	201.37	100.513	122.025	49.546	32.873	98.712	85.948	70.94	112.768	18.687	60.857	48.267	152.714	77.623	9.569	790.151	255.34	301.153	212.392	150.279	585.357	1121.786	374.207	293.838	944.419	256.106	194.835	838.143	255.432	168.599	494.993	328.827	173.075	pfkB family carbohydrate kinase
PF00781.27	0.0	23.054	0.0	7.508	0.0	18.528	0.0	10.558	7.838	18.687	0.0	0.0	10.019	3.761	6.538	4.381	7.081	12.623	3.685	4.196	8.372	19.614	0.0	0.0	43.571	35.792	21.905	15.762	20.514	87.522	118.979	56.237	32.432	77.637	10.218	25.557	64.712	11.187	25.249	27.556	35.604	12.77	Diacylglycerol kinase catalytic domain
PF19279.2	0.0	23.054	0.0	7.508	0.0	11.165	0.0	3.531	3.867	11.136	0.0	0.0	10.019	3.761	6.538	4.381	3.518	6.128	3.685	4.196	0.0	3.882	0.0	0.0	24.525	25.415	10.645	8.032	12.357	81.251	36.087	41.83	23.095	55.44	4.905	15.141	46.859	11.187	21.029	21.915	25.293	12.77	YegS C-terminal NAD kinase beta sandwich-like domain
PF07537.14	0.0	0.0	0.0	0.0	2.422	0.0	0.0	5.902	3.321	3.172	0.0	9.437	0.0	0.0	2.842	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.302	8.469	0.0	9.689	3.472	4.937	0.0	0.0	0.0	0.0	0.0	0.0	10.079	6.508	3.6	0.0	0.0	0.0	CamS sex pheromone cAM373 precursor
PF01653.21	0.0	10.9	2.074	7.042	1.254	20.94	3.016	1.583	1.791	1.752	5.054	1.767	6.43	7.363	12.149	5.898	4.895	11.797	1.799	5.666	1.983	16.876	3.226	1.727	23.259	69.566	63.384	36.972	40.272	126.114	78.174	124.196	69.234	17.839	41.119	32.538	21.841	20.779	17.398	20.864	68.136	13.445	NAD-dependent DNA ligase adenylation domain
PF03120.19	0.0	10.9	2.074	7.042	1.254	20.94	3.016	1.583	1.791	1.752	5.054	1.767	6.43	7.363	4.595	5.898	4.895	11.797	1.799	5.666	1.983	16.876	3.226	1.727	23.259	69.566	63.384	36.972	35.185	126.114	63.9	108.296	69.234	17.839	41.119	32.538	21.841	20.779	17.398	20.864	68.136	13.445	NAD-dependent DNA ligase OB-fold domain
PF03119.19	0.0	1.799	2.074	5.281	1.254	3.47	3.016	0.0	1.791	0.0	0.0	1.767	4.82	1.837	3.032	5.898	4.895	8.824	1.799	0.0	0.0	0.0	1.626	1.727	5.771	30.792	22.774	23.875	13.132	25.755	31.918	31.951	17.376	5.861	16.668	20.734	10.85	1.763	5.721	7.652	9.431	3.778	NAD-dependent DNA ligase C4 zinc finger domain
PF12826.10	1.433	18.724	2.074	7.162	1.254	24.686	3.016	1.583	1.791	7.148	5.054	3.496	6.43	7.363	6.259	8.043	6.534	17.882	3.751	9.682	6.279	28.569	3.226	1.727	23.539	87.02	111.185	37.295	56.808	161.992	64.501	117.728	74.228	30.2	49.024	35.021	33.239	28.076	25.708	36.456	98.092	21.557	Helix-hairpin-helix motif
PF00533.29	0.0	10.9	2.074	7.042	1.254	20.94	3.016	1.583	1.791	1.752	5.054	1.767	6.43	7.363	4.595	5.898	4.895	11.797	1.799	5.666	1.983	16.876	3.226	1.727	23.259	69.566	63.384	36.972	35.185	119.086	63.9	127.128	69.234	17.839	41.119	32.538	21.841	20.779	17.398	20.864	67.741	13.445	BRCA1 C Terminus (BRCT) domain
PF11148.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.696	0.0	0.0	0.0	Protein of unknown function (DUF2922)
PF03176.18	0.0	0.0	0.0	0.0	4.508	0.0	4.914	0.0	2.33	0.0	0.0	2.782	0.0	0.0	2.466	0.0	2.774	4.722	0.0	0.0	0.0	0.0	0.0	0.0	19.166	87.706	141.99	52.05	108.24	284.623	81.985	145.864	146.02	41.133	35.176	14.688	52.068	29.043	37.138	32.094	111.036	15.763	MMPL family
PF13416.9	341.825	1962.896	29.23	609.338	432.775	1790.938	208.771	362.541	198.662	555.265	325.187	484.561	152.028	459.083	343.078	666.52	136.06	401.079	356.65	443.018	407.244	1439.477	616.274	125.152	2297.152	588.926	702.2	372.762	199.913	863.184	5110.609	626.89	559.989	3885.529	994.047	768.635	1944.817	567.058	789.29	2008.9	892.689	846.354	Bacterial extracellular solute-binding protein
PF13245.9	1.266	7.51	0.0	2.114	0.0	7.048	5.305	4.227	1.069	0.0	1.443	1.778	0.942	2.109	8.572	4.345	1.623	0.0	1.741	1.118	0.0	5.741	0.959	0.0	11.523	10.687	38.656	10.748	26.147	35.948	27.248	40.098	34.154	38.992	34.429	6.011	21.603	15.364	6.983	29.019	41.348	3.916	AAA domain
PF04131.17	7.217	72.855	0.0	14.988	7.654	128.795	8.327	27.026	4.883	19.67	9.66	24.906	12.867	26.191	8.753	11.281	9.283	29.331	5.222	10.461	5.247	58.345	54.127	0.0	0.0	26.251	36.079	5.312	0.0	16.521	8.273	0.0	11.853	33.712	20.08	0.0	92.115	30.301	11.185	14.574	39.883	0.0	Putative N-acetylmannosamine-6-phosphate epimerase
PF03372.26	12.404	9.692	4.099	4.67	16.364	18.454	9.214	9.312	9.437	12.819	12.465	6.5	8.271	4.776	6.691	10.452	11.082	13.729	0.0	1.193	0.0	0.0	7.285	4.524	56.401	34.662	73.62	74.934	84.965	196.95	56.356	46.227	66.458	63.044	21.332	21.158	20.441	29.975	8.851	44.185	85.552	7.238	Endonuclease/Exonuclease/phosphatase family
PF13425.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.659	0.0	6.476	7.119	2.396	3.702	14.793	5.655	5.369	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	O-antigen ligase like membrane protein
PF07972.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.638	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NrdI Flavodoxin like
PF00950.20	0.0	6.835	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.592	4.779	0.0	3.704	0.0	0.0	5.028	0.0	0.0	0.0	0.0	11.365	24.147	9.261	13.531	34.4	42.041	20.649	30.813	35.668	0.0	0.0	0.0	0.0	0.0	6.028	5.826	0.0	ABC 3 transport family
PF04138.17	6.542	0.0	9.293	0.0	0.0	16.297	7.132	0.0	9.308	17.2	14.075	0.0	14.909	8.816	0.0	9.002	0.0	5.586	8.878	0.0	0.0	0.0	6.852	0.0	17.379	52.772	60.076	16.539	8.593	110.049	102.281	16.133	44.759	78.705	15.367	10.528	53.86	8.464	8.728	61.647	9.845	0.0	GtrA-like protein
PF02527.18	0.0	9.112	5.759	0.0	0.0	3.851	0.0	4.306	5.008	0.0	4.77	4.895	0.0	0.0	0.0	0.0	4.565	4.158	0.0	0.0	11.811	5.996	0.0	0.0	31.71	31.563	36.989	0.0	16.249	48.548	32.086	12.748	60.116	16.078	14.335	0.0	30.635	4.928	5.085	13.639	53.6	0.0	rRNA small subunit methyltransferase G
PF02674.19	0.0	0.0	4.525	5.005	0.0	21.64	0.0	12.455	0.0	0.0	3.622	3.735	0.0	0.0	12.419	0.0	0.0	0.0	0.0	4.046	0.0	8.083	6.438	0.0	56.961	12.171	58.065	0.0	21.041	46.1	92.696	32.69	27.948	47.171	0.0	7.366	32.768	0.0	14.114	22.312	42.134	4.678	Colicin V production protein
PF03358.18	6.975	18.327	0.0	24.734	9.875	50.916	11.304	14.193	20.674	28.435	12.036	11.609	7.3	18.252	37.546	19.864	11.482	18.686	24.309	6.021	10.199	29.709	30.597	16.351	164.011	295.576	300.906	213.335	359.992	1212.35	315.356	484.321	443.31	245.791	88.909	24.207	143.267	146.995	88.999	151.67	201.283	77.126	NADPH-dependent FMN reductase
PF03123.18	3.235	0.0	0.0	16.752	0.0	29.394	10.886	11.342	4.332	0.0	0.0	0.0	3.526	4.392	3.681	0.0	0.0	13.927	0.0	0.0	0.0	4.343	3.751	4.129	54.529	22.829	12.154	17.238	0.0	6.849	233.909	25.885	25.209	28.039	11.484	0.0	25.212	4.188	9.359	60.39	5.265	0.0	CAT RNA binding domain
PF00874.23	12.536	17.498	0.0	47.909	0.0	71.5	40.546	41.975	13.966	8.972	3.484	8.577	8.719	11.508	17.996	9.608	6.138	58.381	0.0	13.664	8.178	30.792	15.986	8.258	195.24	64.233	28.844	41.816	17.25	33.931	495.591	53.92	56.982	56.078	27.662	2.395	126.146	19.076	18.718	150.07	31.26	4.988	PRD domain
PF08244.15	1.845	24.337	5.14	4.759	3.79	36.897	10.439	24.16	19.898	60.703	35.789	49.818	4.231	7.048	21.04	18.169	24.734	8.823	0.0	2.509	0.0	14.902	7.983	2.586	330.969	69.101	52.474	22.171	52.029	108.288	126.488	68.353	46.493	63.624	45.53	24.448	334.803	74.628	60.404	152.887	55.935	31.185	Glycosyl hydrolases family 32 C terminal
PF07685.17	7.663	2.478	3.049	6.763	7.563	13.336	2.001	4.354	0.0	9.419	13.798	2.344	0.0	0.0	2.022	10.729	2.32	11.818	5.174	5.408	8.388	15.317	6.361	1.962	19.394	54.13	72.012	32.709	84.031	164.979	19.956	136.17	104.978	16.459	6.666	6.373	29.244	47.821	39.004	17.747	18.667	5.23	CobB/CobQ-like glutamine amidotransferase domain
PF06115.14	0.0	9.079	0.0	0.0	0.0	0.0	0.0	7.907	17.782	25.485	8.328	19.02	0.0	0.0	7.612	0.0	16.279	0.0	0.0	0.0	0.0	9.306	0.0	0.0	127.78	0.0	0.0	10.141	0.0	0.0	58.564	0.0	0.0	0.0	0.0	0.0	283.543	26.155	38.562	0.0	0.0	0.0	Domain of unknown function (DUF956)
PF04914.15	0.0	0.0	0.0	2.711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.987	0.0	2.827	3.14	4.851	0.0	0.0	0.0	4.51	0.0	0.0	0.0	0.0	0.0	0.0	5.098	0.0	DltD protein
PF03062.22	2.033	19.769	2.978	4.881	12.215	29.083	8.54	6.474	2.531	11.993	2.226	2.316	2.13	0.0	4.412	8.126	4.441	14.02	2.759	0.0	0.0	4.862	6.845	0.0	99.533	221.684	158.817	56.757	56.421	415.498	476.374	214.786	99.86	235.297	90.949	80.339	59.885	24.297	19.227	102.337	215.65	34.224	MBOAT, membrane-bound O-acyltransferase family
PF01470.20	0.0	5.656	0.0	5.471	4.281	10.857	9.62	0.0	0.0	5.293	0.0	5.35	0.0	5.646	9.766	18.311	0.0	0.0	0.0	0.0	0.0	5.797	0.0	0.0	35.393	7.396	0.0	0.0	0.0	26.985	26.848	0.0	0.0	18.251	0.0	0.0	0.0	0.0	6.007	0.0	0.0	0.0	Pyroglutamyl peptidase
PF02322.18	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.968	3.376	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.247	0.0	0.0	0.0	9.46	17.575	10.797	12.978	35.128	38.873	8.314	0.0	41.798	0.0	8.142	0.0	0.0	0.0	4.364	12.518	0.0	Cytochrome bd terminal oxidase subunit II
PF01040.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.952	0.0	0.0	3.026	0.0	0.0	3.064	0.0	4.099	0.0	0.0	0.0	0.0	5.873	5.492	0.0	11.533	16.574	45.274	50.361	23.2	22.612	18.791	0.0	5.412	0.0	15.053	0.0	0.0	5.545	0.0	UbiA prenyltransferase family
PF03051.18	21.572	64.88	6.989	16.647	38.409	11.011	5.044	28.082	5.572	63.661	38.636	62.159	2.561	2.946	7.462	0.0	5.134	26.058	2.967	20.457	9.765	45.134	10.427	0.0	13.555	22.14	15.61	39.851	24.072	51.284	39.186	15.667	30.51	41.199	19.941	33.194	20.902	27.743	9.038	20.436	18.372	33.42	Peptidase C1-like family
PF00860.23	4.267	26.552	0.0	23.022	0.0	25.553	0.0	9.763	5.29	15.292	2.507	5.171	20.334	10.501	6.777	14.219	9.931	17.214	2.66	2.726	15.095	22.483	14.018	0.0	107.661	31.007	55.489	34.909	51.421	85.135	360.211	56.254	49.752	175.76	34.694	17.1	123.281	17.502	28.133	145.74	58.917	25.04	Permease family
PF01276.23	1.845	26.545	0.0	2.411	1.923	26.395	0.0	6.636	5.812	2.332	4.659	2.378	2.193	0.0	4.228	2.697	2.277	2.053	5.006	2.566	8.209	22.944	13.222	0.0	19.81	26.36	31.255	4.605	7.745	23.295	29.578	26.943	23.389	23.994	22.955	6.434	22.129	4.637	12.712	43.919	55.08	5.15	Orn/Lys/Arg decarboxylase, major domain
PF03711.18	1.845	26.545	0.0	2.411	1.923	26.395	0.0	6.636	5.812	2.332	4.659	2.378	2.193	0.0	4.228	2.697	2.277	2.053	5.006	2.566	8.209	22.944	13.222	0.0	19.81	26.36	31.255	4.605	7.745	23.295	7.973	26.943	23.389	23.994	22.955	6.434	22.129	4.637	12.712	43.919	55.08	5.15	Orn/Lys/Arg decarboxylase, C-terminal domain
PF00011.24	0.0	0.0	0.0	14.801	0.0	0.0	6.502	0.0	0.0	0.0	9.071	0.0	0.0	8.566	0.0	18.776	0.0	27.466	0.0	0.0	0.0	17.202	0.0	0.0	77.513	146.909	33.908	18.678	0.0	38.5	196.474	28.864	57.487	94.953	42.593	22.104	48.504	7.892	87.271	1349.228	10.71	110.79	Hsp20/alpha crystallin family
PF02096.23	1.28	21.231	0.0	17.625	3.9	29.967	9.376	9.245	8.571	16.829	15.778	16.348	13.369	29.972	9.622	31.846	5.605	15.868	5.014	10.673	10.868	32.429	18.205	9.01	119.738	33.888	83.406	42.39	19.333	155.329	288.911	41.699	41.731	188.461	45.684	25.395	63.386	37.199	33.225	69.126	63.797	29.002	60Kd inner membrane protein
PF00825.21	0.0	51.12	0.0	19.46	0.0	69.147	0.0	0.0	10.637	9.647	18.912	9.752	0.0	10.237	0.0	32.77	0.0	16.865	0.0	10.565	0.0	73.871	8.907	0.0	159.303	36.832	27.497	30.604	57.441	25.16	239.939	43.038	12.276	159.969	40.338	65.277	76.358	0.0	10.948	141.203	0.0	0.0	Ribonuclease P
PF00468.20	39.836	108.129	0.0	78.441	96.795	155.603	68.939	0.0	26.475	25.294	95.835	98.835	46.674	0.0	22.661	58.41	0.0	40.518	0.0	83.106	29.487	107.087	47.498	0.0	338.207	30.428	67.487	80.638	44.499	171.098	1903.805	30.617	57.061	1966.044	219.956	29.754	199.315	174.731	53.548	1318.994	63.536	166.474	Ribosomal protein L34
PF02255.19	0.0	57.455	0.0	11.536	8.604	45.161	0.0	106.022	22.286	188.403	121.999	231.023	0.0	11.958	37.344	23.898	368.548	140.267	11.056	0.0	0.0	73.056	52.804	0.0	331.069	71.556	15.307	22.513	34.298	0.0	72.757	0.0	0.0	231.979	0.0	14.065	413.527	32.159	47.305	0.0	0.0	0.0	PTS system, Lactose/Cellobiose specific IIA subunit
PF00383.26	21.931	101.943	0.0	33.593	12.972	54.911	2.708	0.0	3.12	22.449	16.746	27.543	12.927	56.7	20.527	8.063	0.0	34.501	8.688	23.037	21.035	33.031	50.454	23.72	123.088	121.043	77.777	105.433	107.76	418.843	156.533	180.669	217.014	158.074	53.041	74.682	64.119	41.084	9.499	92.213	173.028	68.569	Cytidine and deoxycytidylate deaminase zinc-binding region
PF00398.23	10.032	9.079	0.0	4.391	6.624	16.882	10.659	19.074	4.093	50.555	11.883	3.952	0.0	13.52	3.806	19.135	15.879	13.867	0.0	0.0	9.51	46.167	7.673	0.0	33.766	47.973	67.467	23.706	59.25	70.186	68.248	64.205	42.544	56.227	46.062	11.126	69.6	29.793	18.098	41.833	46.109	41.804	Ribosomal RNA adenine dimethylase
PF06257.14	0.0	15.017	0.0	29.051	0.0	43.403	0.0	13.078	14.708	0.0	0.0	0.0	0.0	0.0	0.0	16.225	0.0	36.205	0.0	0.0	0.0	15.391	9.805	0.0	22.921	19.064	0.0	0.0	0.0	22.123	195.203	16.539	16.364	169.506	0.0	19.101	22.064	14.979	0.0	311.428	96.099	31.535	Biofilm formation stimulator VEG
PF12804.10	10.22	20.871	0.0	46.647	11.949	4.782	3.32	28.625	15.38	36.095	10.527	12.758	13.664	3.848	12.211	14.719	3.554	7.965	13.782	6.25	6.409	16.57	7.614	0.0	162.03	30.779	74.756	34.2	87.601	128.659	106.661	56.633	51.153	121.237	61.928	9.437	119.179	23.678	56.494	39.324	44.76	24.223	MobA-like NTP transferase domain
PF03636.18	3.781	1.62	1.857	0.0	1.226	20.355	0.0	17.088	8.02	3.032	2.972	10.725	0.0	1.609	4.133	5.122	11.619	7.809	13.91	3.508	0.0	83.375	3.95	8.39	0.0	2.07	6.947	4.889	3.259	2.535	10.262	1.891	1.82	5.173	0.0	0.0	0.0	0.0	0.0	0.0	6.121	0.0	Glycosyl hydrolase family 65, N-terminal domain
PF03632.18	3.781	1.62	1.857	0.0	1.226	20.355	0.0	17.088	8.02	3.032	2.972	10.725	0.0	1.609	4.133	5.122	11.619	7.809	13.91	3.508	0.0	69.521	3.95	8.39	0.0	2.07	6.947	4.889	3.259	2.535	10.262	1.891	1.82	5.173	0.0	0.0	0.0	0.0	0.0	0.0	6.121	0.0	Glycosyl hydrolase family 65 central catalytic domain
PF03633.18	3.781	1.62	1.857	0.0	1.226	20.355	0.0	17.088	8.02	3.032	2.972	10.725	0.0	1.609	4.133	5.122	11.619	7.809	13.91	3.508	0.0	69.521	3.95	8.39	0.0	2.07	4.431	4.889	3.259	2.535	10.262	1.891	1.82	5.173	0.0	0.0	0.0	0.0	0.0	0.0	6.121	0.0	Glycosyl hydrolase family 65, C-terminal domain
PF13419.9	216.093	1720.24	4.709	362.245	214.706	1652.961	160.054	336.084	128.935	379.231	255.506	294.348	39.106	339.371	236.604	267.562	72.171	195.64	198.211	287.977	122.897	753.329	333.337	56.415	410.135	341.345	453.636	190.417	277.52	756.255	1868.926	367.955	430.289	820.115	253.394	269.574	482.823	175.608	253.837	450.397	459.436	185.61	Haloacid dehalogenase-like hydrolase
PF19276.2	0.0	0.0	0.0	0.0	0.0	2.874	0.0	0.0	0.0	0.0	2.454	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.686	0.0	0.0	5.418	8.893	0.0	0.0	7.011	3.456	0.0	0.0	0.0	4.456	0.0	0.0	0.0	3.848	0.0	HD associated region
PF05066.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.241	0.0	0.0	6.186	0.0	0.0	0.0	4.187	0.0	3.114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.78	0.0	0.0	39.07	0.0	0.0	27.863	0.0	0.0	34.135	0.0	12.189	9.26	0.0	0.0	HB1, ASXL, restriction endonuclease HTH domain
PF00275.23	12.438	72.036	3.191	19.015	16.985	60.418	19.278	20.154	14.369	38.258	10.225	18.736	12.243	8.479	21.396	24.419	7.605	13.599	14.341	12.255	12.52	44.082	25.178	5.317	155.341	91.779	125.381	109.523	125.914	320.811	193.382	106.743	126.493	95.421	91.056	63.958	137.602	52.375	36.365	112.801	121.81	53.325	EPSP synthase (3-phosphoshikimate 1-carboxyvinyltransferase)
PF03547.21	11.816	0.0	8.992	7.716	0.0	0.0	0.0	0.0	15.128	0.0	6.842	0.0	0.0	7.922	0.0	8.73	13.384	0.0	7.152	15.962	0.0	15.964	0.0	0.0	97.288	68.162	63.28	26.702	30.838	131.894	287.224	77.533	80.148	183.725	69.898	4.957	34.326	0.0	7.596	151.608	112.345	7.51	Membrane transport protein
PF01197.21	21.527	128.717	0.0	156.008	126.884	206.491	54.811	71.728	121.396	105.393	32.578	158.404	58.14	153.982	183.764	149.23	94.396	147.381	70.009	151.01	39.037	217.658	192.815	16.457	2319.703	183.757	355.035	200.93	186.363	177.804	4881.322	79.795	118.581	4233.634	488.405	571.216	725.56	424.038	421.933	3582.249	362.216	467.168	Ribosomal protein L31
PF01648.23	0.0	4.905	0.0	5.228	0.0	5.185	4.594	0.0	0.0	0.0	0.0	0.0	0.0	4.87	0.0	12.128	9.695	4.384	6.112	5.539	11.302	15.593	13.645	9.453	67.577	34.416	30.108	0.0	33.615	70.838	70.797	56.339	44.832	152.642	20.838	21.942	46.353	14.859	0.0	97.989	30.562	15.162	4'-phosphopantetheinyl transferase superfamily
PF01168.23	3.848	14.728	0.0	11.179	4.602	33.362	0.0	28.033	4.558	30.178	17.255	21.36	0.0	8.167	27.884	6.683	23.157	11.537	6.722	13.501	12.811	12.265	2.741	0.0	98.848	74.171	94.872	45.543	77.965	139.856	78.805	119.697	110.312	91.383	90.589	13.595	212.519	37.795	28.214	39.692	96.66	23.3	Alanine racemase, N-terminal domain
PF00842.24	0.0	9.528	0.0	6.064	4.602	10.132	0.0	6.922	4.558	8.872	7.179	10.815	0.0	2.96	2.662	6.683	13.835	7.563	1.478	7.884	7.138	1.515	2.741	0.0	43.594	42.694	50.972	27.781	39.868	97.205	27.369	75.606	45.99	26.76	42.15	13.595	55.329	19.013	22.571	17.958	69.299	19.166	Alanine racemase, C-terminal domain
