CycID	BH.Q	ADJ.P	PER	LAG	AMP
PF13561.9	1	1	20	6	13.0284424433621
PF08240.15	1	1	20	0	10.4312392360639
PF00107.29	1	1	20	0	10.5620539905835
PF12698.10	1	0.647739564961787	20	12	2.60356716832887
PF01264.24	1	1	20	6	0.386080302527855
PF03703.17	1	0.312045855379189	20	16	1.51462272530158
PF07905.14	1	0.312045855379189	24	6	1.46936789130565
PF17853.4	1	1	20	0	2.04919545187861
PF13556.9	1	1	20	6	1.9395939007947
PF13649.9	1	0.647739564961787	24	22	10.0902369908367
PF00092.31	1	1	20	6	1.68927810025466
PF00144.27	1	1	20	18	0.554371716450254
PF07732.18	1	1	20	12	0.0678822509939086
PF00394.25	1	1	0	0	0
PF07731.17	1	1	20	12	0.0678822509939086
PF00795.25	1	1	20	6	2.72448242791177
PF00672.28	1	1	24	22	25.8451064057589
PF01966.25	1	1	20	14	51.027653757546
PF00587.28	1	1	20	6	11.3377501295451
PF04073.18	1	0.647739564961787	24	10	2.13882123639401
PF03129.23	1	1	20	6	10.0225315165381
PF01648.23	1	1	20	6	1.52381511345701
PF01134.25	1	0.455602586713698	24	12	1.65074078068
PF03738.17	1	1	24	12	0.0422496301758962
PF00005.30	1	1	20	0	253.635666877709
PF12848.10	1	1	20	6	4.66690475583121
PF16326.8	1	1	24	12	0.766857304196811
PF01513.24	1	1	20	6	2.05485230612811
PF20143.2	1	1	20	6	1.93110861942046
PF12419.11	1	1	20	0	0.458205194208883
PF00176.26	1	0.312045855379189	20	4	3.55391868224359
PF00271.34	1	1	20	6	31.2958390285354
PF10646.12	1	1	20	0	4.52406918603153
PF00977.24	1	1	24	12	3.26860109603482
PF01205.22	1	1	24	18	0.491969543010541
PF09186.14	1	1	24	18	0.399515331370399
PF03806.16	1	1	24	6	0.067175144212722
PF01471.21	1	0.898239271017049	24	0	2.16480741060262
PF07486.15	1	1	20	14	9.98293353679168
PF02463.22	1	1	24	12	2.67251007949456
PF13673.10	1	0.647739564961787	20	0	7.87434111529339
PF07670.17	1	1	24	6	1.58391918985787
PF00015.24	1	1	24	22	43.2802383094756
PF03807.20	1	1	20	6	2.9175225791757
PF14748.9	1	1	20	6	2.92600786054993
PF11023.11	1	1	0	0	0
PF08455.13	1	0.207574955908289	20	4	2.49820825793207
PF02746.19	1	1	24	6	0.322794245611659
PF13378.9	1	1	20	18	0.490732106143464
PF09339.13	1	1	24	6	1.21198102295374
PF01614.21	1	0.898239271017049	24	4	1.27862583708057
PF10750.12	1	1	0	0	0
PF01546.31	1	1	24	6	8.63872354575605
PF07687.17	1	1	20	0	6.38446712733334
PF04211.16	1	1	0	0	0
PF13190.9	1	0.13380658436214	24	4	0.131521861300698
PF01912.21	1	1	0	0	0
PF03833.16	1	1	0	0	0
PF10672.12	1	1	24	12	0.721072140114982
PF01368.23	1	1	20	6	4.65417683376986
PF02833.17	1	0.898239271017049	24	8	1.4295931348639
PF04851.18	1	1	20	0	7.70322127424625
PF18195.4	1	1	0	0	0
PF00710.23	1	0.207574955908289	24	10	1.42800214460623
PF17763.4	1	0.207574955908289	24	10	1.3615341071747
PF01844.26	1	0.207574955908289	24	22	0.679176063329679
PF17957.4	1	0.647739564961787	20	6	0.0176776695296637
PF13750.9	1	1	0	0	0
PF19077.3	1	1	0	0	0
PF05124.15	1	1	0	0	0
PF01987.20	1	0.207574955908289	24	10	4.42507423666541
PF01751.25	1	1	20	6	8.45558288942873
PF01131.23	1	1	20	6	4.36355594670218
PF01396.22	1	1	24	12	2.89242028844357
PF02778.17	1	1	0	0	0
PF01974.20	1	1	0	0	0
PF04509.15	1	1	20	6	19.9828376363318
PF03358.18	1	0.455602586713698	20	2	3.058943935413
PF00596.24	1	1	20	0	11.6693832099216
PF00004.32	1	1	24	12	22.9360691079575
PF16193.8	1	1	20	6	2.46992398668461
PF12002.11	1	1	20	6	2.46992398668461
PF00872.21	1	0.0832745443856555	24	10	12.9071736303886
PF00266.22	1	1	20	6	8.55457783879485
PF13395.9	1	1	20	14	0.302641702347842
PF03990.17	1	0.0832745443856555	20	4	1.89009642611164
PF07501.15	1	1	20	0	0.980049998724555
PF06737.17	1	0.455602586713698	20	14	0.122329473145273
PF00501.31	1	1	24	12	4.68069333806435
PF13193.9	1	1	20	18	1.30531911807037
PF00550.28	1	1	20	0	11.8504025459053
PF00668.23	1	1	20	12	2.38436406616104
PF13434.9	1	1	0	0	0
PF01032.21	1	1	20	12	0.265165042944955
PF13276.9	1	0.455602586713698	24	8	1.79852609794798
PF00665.29	1	1	20	18	7.36593133962027
PF13333.9	1	1	24	6	3.37820264711873
PF06808.15	1	0.455602586713698	24	2	2.44163971543715
PF00378.23	1	1	24	22	26.2741434452438
PF07690.19	1	1	20	6	9.89454518914336
PF01925.22	1	1	20	12	1.75928167159213
PF01557.21	1	0.0832745443856555	20	10	0.137885822331377
PF01566.21	1	0.312045855379189	24	6	0.418253661071843
PF13091.9	1	0.207574955908289	24	18	5.21385185107901
PF11907.11	1	0.647739564961787	20	8	0.11879393923934
PF02591.18	1	0.647739564961787	24	12	1.25423065312964
PF03033.23	1	1	24	6	1.08558568581665
PF04101.19	1	1	20	0	1.78615172927722
PF00310.24	1	1	20	6	1.03166879375117
PF04898.17	1	0.312045855379189	24	8	0.698267946421716
PF01645.20	1	1	24	12	0.582125657611825
PF01493.22	1	1	24	12	0.451134126397017
PF01565.26	1	1	20	18	4.81327585953683
PF04030.17	1	1	0	0	0
PF12250.11	1	1	0	0	0
PF12249.11	1	1	0	0	0
