FeatureID	cFA13a	cFA13b	cFA17a	cFA17b	cFA21a	cFA21b	cFT13a	cFT13b	cFT17a	cFT17b	cFT21a	cFT21b	cNA13a	cNA13b	cNA13c	cNA17a	cNA17b	cNA17c	cNA21a	cNA21b	cNA21c
tr_A0A1M6BPL8_A0A1M6BPL8_9CLOT	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
tr_A0A1M6USS9_A0A1M6USS9_PRERU	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0	0	3	1	0	4	1
tr_A0A1M7N5N3_A0A1M7N5N3_9FIRM	0	1	0	2	0	0	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0
tr_A0A1N6DZY8_A0A1N6DZY8_9MICO	0	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	1	0
tr_A0A1P8FCL4_A0A1P8FCL4_9LACO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	0	0
tr_A0A1Q2CAU9_A0A1Q2CAU9_ANAHA	0	0	1	0	0	0	1	1	0	1	1	1	1	3	1	1	3	1	0	4	1
tr_A0A1Q2D3C0_A0A1Q2D3C0_9ENTE	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0
tr_A0A1Q5PLJ3_A0A1Q5PLJ3_9ACTO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
tr_A0A1Q6JKX4_A0A1Q6JKX4_PHOVU	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tr_A0A1Q9JF45_A0A1Q9JF45_9FIRM	0	1	0	0	1	0	1	1	1	0	0	0	0	1	1	1	1	0	0	1	0
tr_A0A1Q9YLM7_A0A1Q9YLM7_9FIRM	0	1	2	2	1	2	0	0	0	0	0	0	0	0	0	5	1	1	0	0	0
tr_A0A1S8QJK2_A0A1S8QJK2_CLOBE	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
tr_A0A1S9N397_A0A1S9N397_CLOBE	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
tr_A0A1T4M4E3_A0A1T4M4E3_9FIRM	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	4	2	0	2	0
tr_A0A1T4RBG9_A0A1T4RBG9_9HYPH	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
tr_A0A1T4XPT4_A0A1T4XPT4_9FIRM	0	0	1	1	1	0	1	0	1	0	0	0	0	1	1	2	6	2	0	3	1
tr_A0A1U7NKD7_A0A1U7NKD7_9FIRM	0	3	10	4	3	4	0	0	0	0	0	0	0	1	0	8	4	1	0	0	0
tr_A0A1U7NP31_A0A1U7NP31_9FIRM	0	4	6	5	9	2	0	0	0	0	0	0	0	0	0	57	2	24	0	0	0
tr_A0A1U7P4L8_A0A1U7P4L8_9DEIO	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
tr_A0A1U9X493_A0A1U9X493_LACPN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
tr_A0A1V0NI01_A0A1V0NI01_LACLL	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	2	1
tr_A0A1V0P467_A0A1V0P467_LACLL	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	2	0
tr_A0A1V1I0E7_A0A1V1I0E7_9FIRM	0	2	2	2	1	0	4	1	0	0	0	0	2	1	1	0	0	0	3	0	0
tr_A0A1V2UKY1_A0A1V2UKY1_ENTMU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
tr_A0A1V3Y409_A0A1V3Y409_LACGS	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
tr_A0A1V4DE45_A0A1V4DE45_9ENTE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0
tr_A0A1V4SJB4_A0A1V4SJB4_RUMHU	4	4	3	6	1	1	7	3	3	3	1	1	14	20	10	3	72	19	8	25	7
tr_A0A1V4SY25_A0A1V4SY25_9CLOT	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	1	0	0	5	0	0
tr_A0A1V8YNW3_A0A1V8YNW3_9ENTE	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	2	0
tr_A0A1V8ZND8_A0A1V8ZND8_ENTCA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0
tr_A0A1V9R776_A0A1V9R776_9LACO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
tr_A0A1W6NFJ9_A0A1W6NFJ9_LEVBR	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	0	0
tr_A0A1W7LX87_A0A1W7LX87_CLOBE	2	0	4	0	0	0	2	2	0	0	0	0	0	0	0	0	0	0	0	1	1
tr_A0A1X2EIY6_A0A1X2EIY6_9MYCO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0
tr_A0A1X4JG45_A0A1X4JG45_ENTFC	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0
tr_A0A1X7L9F3_A0A1X7L9F3_RHORH	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
tr_A0A1Y0E209_A0A1Y0E209_LACGS	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
tr_A0A1Y0FAT6_A0A1Y0FAT6_9LACO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
tr_A0A1Y3J2A3_A0A1Y3J2A3_ENTFC	0	0	0	0	1	0	1	0	2	0	1	1	1	1	1	1	1	1	0	2	1
tr_A0A1Y3U8T8_A0A1Y3U8T8_9ACTN	0	0	0	0	0	0	0	0	0	1	0	0	1	5	2	2	13	10	1	8	5
tr_A0A1Y3V4S4_A0A1Y3V4S4_BACUN	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
tr_A0A1Y3XV55_A0A1Y3XV55_9ACTN	1	0	1	1	0	0	1	1	1	1	0	0	2	5	3	2	25	13	1	9	5
tr_A0A1Y4LFC9_A0A1Y4LFC9_9CLOT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
tr_A0A1Y4LZA5_A0A1Y4LZA5_9FIRM	0	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	0	0	0	0	0
tr_A0A1Y4SZX8_A0A1Y4SZX8_9FIRM	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1
tr_A0A1Z2XM94_A0A1Z2XM94_9FIRM	0	0	1	1	1	0	0	1	0	0	0	1	0	1	1	6	1	2	1	1	1
tr_A0A233W8A3_A0A233W8A3_FINMA	1	1	2	2	1	1	2	2	1	1	1	2	7	3	2	3	13	6	4	8	2
tr_A0A239EHW9_A0A239EHW9_9SPHN	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
tr_A0A239RB68_A0A239RB68_STREI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0
tr_A0A242L160_A0A242L160_ENTMU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
tr_A0A248K966_A0A248K966_SALBN	1	1	1	0	1	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	0
tr_A0A248TG32_A0A248TG32_9BACI	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0
tr_A0A256MFB7_A0A256MFB7_LACJH	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
tr_A0A256VE65_A0A256VE65_LIMRT	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
tr_A0A261EQB5_A0A261EQB5_9BIFI	0	3	3	2	1	2	0	0	0	0	1	0	1	1	0	7	2	2	0	1	1
tr_A0A267LTT5_A0A267LTT5_LACJH	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
tr_A0A267MB76_A0A267MB76_LACJH	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
tr_A0A267MDW7_A0A267MDW7_LACJH	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
tr_A0A285PRT2_A0A285PRT2_9FIRM	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	0	1	1	0	0	0
tr_A0A285PUL7_A0A285PUL7_9FIRM	0	0	0	1	0	0	1	1	1	1	2	3	2	3	2	3	4	3	0	10	1
tr_A0A285S8J3_A0A285S8J3_9FIRM	0	1	1	1	1	0	1	1	1	0	0	0	1	1	1	2	1	2	1	3	0
tr_A0A286V0V7_A0A286V0V7_ENTFC	0	0	0	0	1	0	0	0	0	0	0	1	0	1	1	1	2	1	0	3	1
tr_A0A291R1E3_A0A291R1E3_9BACT	0	0	0	0	2	1	0	0	0	0	16	2	0	0	0	0	0	0	0	0	0
tr_A0A2A2WNX7_A0A2A2WNX7_9ACTN	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
tr_A0A2A3TX05_A0A2A3TX05_LEVBR	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	4	1	1	0	0	0
tr_A0A2A7MFV8_A0A2A7MFV8_9CLOT	0	1	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	3	0	0
tr_A0A2B4DD98_A0A2B4DD98_BACCE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
tr_A0A2C6VE52_A0A2C6VE52_9STAP	0	1	0	1	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0
tr_A0A2G0E7P6_A0A2G0E7P6_ENTFC	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	0	2	0
tr_A0A2I1L7D6_A0A2I1L7D6_9LACT	1	1	2	2	1	1	2	2	1	1	1	2	7	3	2	3	13	6	3	7	1
tr_A0A2I7N8C7_A0A2I7N8C7_9NEIS	2	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
tr_A0A2J6NMJ5_A0A2J6NMJ5_9LACO	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0
tr_A0A2K4AIC0_A0A2K4AIC0_9STAP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0
tr_A0A2K4ZM83_A0A2K4ZM83_9FIRM	2	1	3	2	1	1	3	3	3	6	2	4	1	7	4	4	13	8	1	17	2
tr_A0A2K9P2K8_A0A2K9P2K8_9FIRM	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	3	2	1	4	0
tr_A0A2M9FQF2_A0A2M9FQF2_ENTMU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
tr_A0A2N0UPL9_A0A2N0UPL9_9FIRM	1	1	1	1	0	0	2	2	2	1	1	2	2	5	2	3	12	4	1	13	2
tr_A0A2N0UVB8_A0A2N0UVB8_9FIRM	1	1	1	1	1	0	2	2	2	1	1	2	3	8	3	3	13	6	2	19	2
tr_A0A2N0UWT2_A0A2N0UWT2_9FIRM	1	1	1	1	1	0	2	2	2	1	1	2	1	5	2	2	7	2	1	14	2
tr_A0A2N5KYJ7_A0A2N5KYJ7_9LACO	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	1	1	0	0	0
tr_A0A2N5NEG8_A0A2N5NEG8_RUMGN	1	0	1	1	0	0	1	1	1	0	1	1	1	1	1	2	5	2	0	2	1
tr_A0A2N5PBH7_A0A2N5PBH7_RUMGN	0	0	1	0	0	0	0	0	0	0	0	0	1	2	1	1	2	2	1	4	1
tr_A0A2N5WBJ7_A0A2N5WBJ7_LACLL	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	2	1
tr_A0A2N6SNI1_A0A2N6SNI1_9LACT	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	1	0	1	0
tr_A0A2N8PS02_A0A2N8PS02_ENTAV	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	2	0
tr_A0A2S0K147_A0A2S0K147_LYSSH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
tr_A0A2S0WQ29_A0A2S0WQ29_9ACTN	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	4	0
tr_A0A2S3U546_A0A2S3U546_LACPN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	1	0	0	0
tr_A0A2S5D0U8_A0A2S5D0U8_LYSSH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
tr_A0A2S5ZZ59_A0A2S5ZZ59_9NOCA	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0
tr_A0A2S7FFA9_A0A2S7FFA9_CLOBU	0	2	1	2	1	0	4	1	0	0	0	0	1	0	0	0	0	0	1	0	0
tr_A0A2S7MA35_A0A2S7MA35_ENTFC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
tr_A0A2S7MW92_A0A2S7MW92_9BACI	0	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	2	0	0
tr_A0A2S7RS71_A0A2S7RS71_ENTMU	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
tr_A0A2S9QS61_A0A2S9QS61_9MICO	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	5	1
tr_A0A2T0S0I3_A0A2T0S0I3_9RHOB	0	0	0	0	0	0	1	0	2	0	2	0	0	0	0	0	0	0	0	1	0
tr_A0A2T3FKY8_A0A2T3FKY8_9CLOT	0	0	1	0	0	0	1	1	0	0	1	2	1	4	1	2	11	3	0	9	1
tr_A0A2T3G0R2_A0A2T3G0R2_9FIRM	0	0	1	0	0	0	0	0	1	1	1	1	0	2	1	1	3	1	0	6	1
tr_A0A2T3G497_A0A2T3G497_9FIRM	0	0	1	0	0	0	0	0	0	0	0	0	0	2	1	1	7	2	0	8	1
tr_A0A2U1CCX5_A0A2U1CCX5_9FIRM	0	0	0	0	0	0	0	0	0	0	1	0	1	3	2	1	11	7	1	7	4
tr_A0A2U1TD49_A0A2U1TD49_9MICO	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	2	1
tr_A0A2U2AHK4_A0A2U2AHK4_9GAMM	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
tr_A0A2U2B742_A0A2U2B742_9BACT	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1
tr_A0A2U2M421_A0A2U2M421_9LACO	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
tr_A0A2U3ALG5_A0A2U3ALG5_9BACL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0
tr_A0A2V1IL33_A0A2V1IL33_9BACT	0	0	0	0	3	2	0	0	0	0	0	0	1	7	2	0	1	0	0	10	0
tr_A0A2V1IYI9_A0A2V1IYI9_9BACT	0	0	0	0	3	5	0	0	0	0	0	0	1	7	1	1	2	0	0	12	0
tr_A0A2V2F3I9_A0A2V2F3I9_9FIRM	1	1	1	1	0	0	2	1	1	2	1	0	4	8	4	2	35	19	3	15	7
tr_A0A2V2F486_A0A2V2F486_9FIRM	6	2	5	3	3	1	0	3	1	5	1	2	17	58	33	16	340	145	21	97	80
tr_A0A2W1KGL0_A0A2W1KGL0_ACIFR	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
tr_A0A2W2BFI7_A0A2W2BFI7_9BACT	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
tr_A0A2X0RBH0_A0A2X0RBH0_9LACT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
tr_A0A2X2YEH4_A0A2X2YEH4_CLOPF	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	3	1
tr_A0A2X2YMA4_A0A2X2YMA4_CLOPF	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
tr_A0A2X3IHM8_A0A2X3IHM8_CLOPF	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0
tr_A0A2X3WD56_A0A2X3WD56_9STRE	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
tr_A0A2Z5BZ01_A0A2Z5BZ01_LISMN	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	1	0
tr_A0A2Z6PMH3_A0A2Z6PMH3_9LACO	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0
tr_A0A2Z6PSU9_A0A2Z6PSU9_9LACO	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tr_A0A315XUC1_A0A315XUC1_RUMFL	0	0	1	1	0	0	0	0	0	1	0	0	2	2	2	1	13	3	2	5	1
tr_A0A318EUE0_A0A318EUE0_9FIRM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0
tr_A0A329FB11_A0A329FB11_BACCE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
tr_A0A346MTG1_A0A346MTG1_LACJH	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tr_A0A347SSM5_A0A347SSM5_9LACO	0	0	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0
tr_A0A365K8K5_A0A365K8K5_9BACL	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	1	0	0	1	1
tr_A0A366ABI8_A0A366ABI8_9VIBR	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
tr_A0A366KK12_A0A366KK12_LACGS	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tr_A0A366U9N1_A0A366U9N1_ENTGA	0	0	0	0	1	0	0	0	2	0	0	0	0	1	0	0	1	0	0	1	0
tr_A0A366UDC1_A0A366UDC1_ENTHR	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	1	1	1
tr_A0A366UK59_A0A366UK59_ENTHR	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	1	0	4	1
tr_A0A367CF70_A0A367CF70_9ENTE	0	0	0	1	0	1	0	0	1	1	0	0	1	0	0	2	1	1	0	1	0
tr_A0A367FUZ2_A0A367FUZ2_9FIRM	0	0	0	0	0	0	1	0	0	0	0	1	2	1	0	0	4	1	1	1	0
tr_A0A367G0I4_A0A367G0I4_9FIRM	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	2	1	0	3	0
tr_A0A371J236_A0A371J236_9FIRM	0	0	0	1	1	0	1	0	0	0	0	0	2	0	0	0	0	0	3	0	0
tr_A0A372KJY6_A0A372KJY6_9STRE	0	0	1	1	0	1	0	0	0	0	0	0	0	1	0	4	3	1	0	4	0
tr_A0A374N6H6_A0A374N6H6_9FIRM	1	1	1	1	0	0	1	2	1	1	0	1	1	5	3	3	7	3	1	16	1
tr_A0A374NGP6_A0A374NGP6_9FIRM	0	1	1	1	0	0	2	1	1	1	3	4	1	4	3	3	6	3	1	11	2
tr_A0A376H0L7_A0A376H0L7_ENTGA	0	0	0	1	1	0	0	0	2	0	0	0	0	1	0	1	1	1	1	1	0
tr_A0A377KM70_A0A377KM70_9ENTE	0	0	0	1	0	1	0	0	1	1	0	0	1	0	0	3	1	1	0	1	0
tr_A0A377KXR4_A0A377KXR4_ENTCA	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	1	0
tr_A0A377L5M0_A0A377L5M0_9ENTE	0	0	0	1	0	1	0	0	1	1	0	0	1	0	0	2	1	1	0	1	0
tr_A0A378I2N7_A0A378I2N7_9GAMM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
tr_A0A379M0X4_A0A379M0X4_9NOCA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1
tr_A0A380HJR0_A0A380HJR0_STASA	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
tr_A0A380KCK5_A0A380KCK5_9STRE	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	2	0	1	1	4	0
tr_A0A380KNN4_A0A380KNN4_9STRE	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0
tr_A0A380LLX8_A0A380LLX8_9FIRM	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0
tr_A0A385HSQ6_A0A385HSQ6_9NOCA	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0
tr_A0A386PSZ0_A0A386PSZ0_9LACO	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	3	0	0
tr_A0A386YRU3_A0A386YRU3_CLONO	2	0	0	0	2	0	0	0	1	1	1	2	4	17	3	4	22	14	1	29	17
tr_A0A391P959_A0A391P959_9FIRM	0	0	0	0	0	0	0	0	0	0	0	1	1	2	0	1	2	1	0	6	0
tr_A0A391PBX0_A0A391PBX0_9FIRM	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1	1	2	1	0	3	0
tr_A0A391PK51_A0A391PK51_9FIRM	1	0	1	0	0	0	1	1	0	1	0	2	1	2	1	1	2	1	1	4	1
tr_A0A395V718_A0A395V718_9FIRM	1	0	1	1	1	0	2	1	1	1	1	2	1	2	1	1	2	2	0	5	1
tr_A0A395XE29_A0A395XE29_9FIRM	0	0	1	1	0	0	2	1	2	0	1	1	1	2	1	1	3	1	1	3	2
tr_A0A396AC75_A0A396AC75_9FIRM	0	0	1	0	0	0	0	0	0	0	0	0	1	2	0	1	2	1	0	3	1
tr_A0A396AH21_A0A396AH21_9FIRM	1	1	2	1	0	0	2	2	2	1	1	1	1	2	2	2	4	3	1	7	2
tr_A0A396SZ37_A0A396SZ37_9LACO	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0
tr_A0A3A4BWT6_A0A3A4BWT6_9ACTN	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	9	3	0	1	1
tr_A0A3A8GJG7_A0A3A8GJG7_9GAMM	2	0	0	5	0	0	2	0	0	0	2	0	0	0	0	0	0	2	0	0	0
tr_A0A3B7LU96_A0A3B7LU96_9GAMM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0
tr_A0A3D3R083_A0A3D3R083_9PLAN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	2
tr_A0A3D8TVM5_A0A3D8TVM5_9LIST	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	0
tr_A0A3D9YZT9_A0A3D9YZT9_9HYPH	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0
tr_A0A3E2B2L3_A0A3E2B2L3_9FIRM	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tr_A0A3E2V1M5_A0A3E2V1M5_9FIRM	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	6	2	1	3	0
tr_A0A3E2V3F1_A0A3E2V3F1_9FIRM	2	1	1	1	0	0	1	1	1	2	0	0	2	5	2	2	27	11	1	9	4
tr_A0A3E2VNX1_A0A3E2VNX1_9FIRM	1	0	1	0	1	0	0	1	1	0	0	0	1	12	1	1	10	6	1	12	4
tr_A0A3E2VTU2_A0A3E2VTU2_CLOIN	1	1	0	1	0	0	2	1	1	0	0	0	2	5	5	1	22	13	1	11	5
tr_A0A3E2WA33_A0A3E2WA33_9FIRM	1	1	1	1	1	0	0	0	0	0	0	0	1	5	2	1	24	9	2	6	4
tr_A0A3E2XR62_A0A3E2XR62_9FIRM	0	0	1	1	0	0	1	0	1	1	1	0	0	2	1	1	3	1	0	3	1
tr_A0A3E3E3J4_A0A3E3E3J4_9FIRM	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
tr_A0A3E3IBU0_A0A3E3IBU0_9FIRM	1	0	0	6	3	1	0	0	0	0	2	0	0	4	1	1	6	1	3	7	5
tr_A0A3E4F7X5_A0A3E4F7X5_9FIRM	0	0	0	2	1	0	5	2	0	0	1	3	0	11	0	2	9	6	3	19	5
tr_A0A3E4KJY5_A0A3E4KJY5_PHOVU	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tr_A0A3E4LQA4_A0A3E4LQA4_9FIRM	1	1	2	1	0	0	2	2	1	1	3	4	1	4	2	3	11	3	1	9	1
tr_A0A3E4PTF3_A0A3E4PTF3_BACUN	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
tr_A0A3E4QZA8_A0A3E4QZA8_9ACTN	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0
tr_A0A3E4U6N6_A0A3E4U6N6_9CLOT	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	7	2	0	2	0
tr_A0A3E4WB07_A0A3E4WB07_PHOVU	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
tr_A0A3E5E3Y9_A0A3E5E3Y9_9FIRM	0	0	0	0	0	0	1	0	0	0	0	1	2	1	1	2	4	1	1	2	1
tr_A0A3E5F5J9_A0A3E5F5J9_BACUN	0	1	1	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
tr_A0A3G1KM51_A0A3G1KM51_9FIRM	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	3	0
tr_A0A3G9I3T7_A0A3G9I3T7_AERCA	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0
tr_A0A3N0HX27_A0A3N0HX27_9FIRM	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1
tr_A0A3N6QD50_A0A3N6QD50_9CYAN	2	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	1	4	0	3	0
tr_A0A3P6KBF8_A0A3P6KBF8_9CLOT	0	1	1	1	1	0	1	1	0	0	0	0	1	0	0	0	0	0	3	0	0
tr_A0A3Q0NGD6_A0A3Q0NGD6_LISMG	0	0	1	1	0	0	0	0	0	1	0	0	1	0	0	1	1	1	0	1	0
tr_A0A3Q8CH52_A0A3Q8CH52_9LACO	1	3	2	5	0	0	2	8	2	3	2	0	0	0	2	0	0	2	2	0	0
tr_A0A3R5TD68_A0A3R5TD68_LISMN	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	1	0
tr_A0A3R5WRX9_A0A3R5WRX9_9FIRM	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	1
tr_A0A3R6A0S1_A0A3R6A0S1_9FIRM	1	1	2	1	1	0	1	1	1	1	1	1	0	2	1	1	6	2	0	9	1
tr_A0A3R6B4X0_A0A3R6B4X0_9FIRM	0	1	1	0	0	0	1	1	0	0	1	1	1	1	1	1	2	3	1	5	1
tr_A0A3R6C001_A0A3R6C001_9FIRM	1	1	1	1	0	0	2	2	2	0	2	1	2	3	3	3	7	4	1	12	2
tr_A0A3R6CSJ4_A0A3R6CSJ4_9FIRM	1	1	1	1	0	0	2	2	1	1	2	2	2	3	3	3	7	4	1	11	3
