CycID	BH.Q	ADJ.P	PER	LAG	AMP
PF00308.21	1	1	20	10	54.7548136011803
PF08299.14	1	1	20	10	54.7548136011803
PF01527.23	1	0.898239271017049	24	20	465.859625115227
PF01025.22	1	0.259810405643739	20	16	196.296377991292
PF00012.23	1	0.455602586713698	20	10	333.094670093203
PF06100.14	1	1	24	22	26.9991046726553
PF08220.15	1	1	24	22	159.493944904266
PF00455.25	1	1	20	0	126.922838795861
PF00294.27	1	0.13380658436214	24	4	326.7579326736
PF00359.25	1	1	20	2	191.744731640794
PF02302.20	1	1	20	0	238.718542221797
PF02378.21	1	0.898239271017049	24	4	291.083334902567
PF13396.9	1	1	24	12	19.0483960249938
PF13091.9	1	1	24	12	95.2845833085356
PF10298.12	1	1	20	0	28.4766042919447
PF14527.9	1	1	20	0	12.5667017152473
PF02650.17	1	1	20	0	12.5667017152473
PF01226.20	1	0.551671075837743	20	16	41.0227999105376
PF04167.16	1	0.0392357436801881	24	6	176.200049716579
PF03462.21	1	1	20	4	84.8782695865084
PF00472.23	1	1	20	4	122.398062503048
PF00268.24	1	1	0	0	0
PF08343.13	1	1	20	18	9.38684252025142
PF00317.24	1	1	20	16	9.38684252025142
PF02867.18	1	1	20	16	9.38684252025142
PF07972.14	1	1	0	0	0
PF02518.29	1	1	24	12	663.429855972826
PF00204.28	1	1	24	10	28.5317586208772
PF01751.25	1	1	24	18	159.348104130646
PF00986.24	1	0.898239271017049	20	12	4.93277690555735
PF00929.27	1	1	20	8	216.253759783501
PF00521.23	1	1	20	16	57.149077162278
PF03989.16	1	1	24	0	410.865809422006
PF01544.21	1	1	24	6	58.6601643536736
PF13231.9	1	1	20	8	164.40091241231
PF00535.29	1	0.13380658436214	24	8	1035.62753106565
PF00072.27	1	1	20	12	870.017819610897
PF00486.31	1	1	20	6	586.400825210879
PF13522.9	1	0.13380658436214	24	8	84.2280849012074
PF01380.25	1	1	24	6	247.507879511946
PF06114.16	1	0.647739564961787	24	20	176.562972272023
PF01381.25	1	0.13380658436214	24	20	763.193783963484
PF10543.12	1	1	24	18	46.5141911732323
PF10552.12	1	1	0	0	0
PF07193.14	1	1	0	0	0
PF06563.14	1	1	0	0	0
PF00004.32	1	0.898239271017049	24	0	101.026113595075
PF16193.8	1	1	20	12	140.176848302421
PF12002.11	1	1	20	12	140.176848302421
PF00692.22	1	0.455602586713698	20	16	117.637112545319
PF07097.14	1	1	0	0	0
PF06605.14	1	1	20	10	36.6564155367106
PF18013.4	1	0.551671075837743	20	16	12.497405250691
PF01551.25	1	1	20	12	115.319923623371
PF10651.12	1	1	20	10	111.483869335433
PF00005.30	1	1	24	12	839.195742125757
PF12848.10	1	0.0285920047031158	20	16	215.505640809005
PF04688.16	1	1	0	0	0
PF06971.16	1	1	24	22	64.7285547498166
PF02629.22	1	1	20	16	70.0389266765275
PF00156.30	1	1	24	6	208.700975476952
PF01979.23	1	1	20	2	125.744798898404
PF00730.28	1	0.898239271017049	20	0	206.997024910988
PF10576.12	1	1	0	0	0
PF01784.21	1	0.455602586713698	20	6	156.418383959495
PF01521.23	1	1	20	0	70.9171532987612
PF08282.15	1	1	20	8	412.866921612764
PF01966.25	1	1	24	10	124.238307901086
PF00829.24	1	1	20	18	121.069408861198
PF06325.16	1	0.455602586713698	20	6	120.611910773771
PF04327.15	1	0.455602586713698	20	12	118.501197031929
PF01016.22	1	1	20	4	191.070151771542
PF01566.21	1	0.772989417989418	20	16	44.6212663199959
PF02562.19	1	0.455602586713698	20	14	99.0953585290452
PF02130.20	1	1	20	10	124.881421518575
PF20260.1	1	1	20	8	144.128160995692
PF04452.17	1	1	20	8	144.128160995692
PF02091.18	1	1	0	0	0
PF02092.20	1	1	20	18	8.29506965009939
PF05979.15	1	1	20	0	234.611666036666
PF00654.23	1	1	20	16	22.3318463634335
