FeatureID	Name	rab.all	rab.win.FA	rab.win.NA	diff.btw	diff.win	effect	overlap	we.ep	we.eBH	wi.ep	wi.eBH	diffexpr
PF00308.21	Bacterial dnaA  protein	2.54722783581124	2.53427389620314	2.56225004789967	-0.0691170272609165	1.11269563925771	0.059113345572451	0.470666667756838	0.619619161794212	0.752272285976551	0.656709290709291	0.777427278687206	none
PF08299.14	Bacterial dnaA protein helix-turn-helix	2.5180009917133	2.52592106975496	2.50995994163904	-0.0760418443826056	1.13293560916315	0.0663177765440245	0.473333334323805	0.613094463504397	0.748450742133364	0.668470729270729	0.787027790704858	none
PF01527.23	Transposase	3.64178220557363	3.68256241533995	3.58958319958883	-0.0267688074057713	1.2086367667546	0.0203287721331776	0.492338441322757	0.729797122507421	0.837798605120666	0.789251548451548	0.876759776743367	none
PF01025.22	GrpE	0.877045180575967	1.63235906043188	0.222076338910909	1.37768744352836	2.10487700837364	-0.586452653980388	0.210526331894529	0.101709977013202	0.254763361229622	0.130433166833167	0.265986369506703	none
PF00012.23	Hsp70 protein	4.89126357568886	5.53402466514866	4.61423337094911	0.898240323353103	0.742061523640102	-1.18442449905122	0.0672885381042418	0.00938276188936077	0.0748048907556785	0.00613706293706294	0.0432828406376471	up
PF06100.14	MCRA family	1.99156681287014	1.30309820630564	2.45759469913521	-1.10563017496024	2.80689018993202	0.315671626895027	0.315123259087011	0.450241710712625	0.624568578719249	0.307480519480519	0.495618840550945	none
PF08220.15	DeoR-like helix-turn-helix domain	3.57243132895204	3.54976625899357	3.59275565396057	-0.229863174787369	1.24475176564584	0.164542475782613	0.40933333680553	0.522049609466728	0.686513241910781	0.596752447552447	0.735068105009371	none
PF00455.25	DeoR C terminal sensor domain	2.89584829367458	3.11515232406511	2.69523114565356	0.313112938739608	1.52861044083964	-0.172950507379993	0.409060629727881	0.509528299176683	0.668985218596273	0.610288911088911	0.74357767211984	none
PF00294.27	pfkB family carbohydrate kinase	4.64857574961938	5.38490094065571	4.2786436041353	1.12843397884467	0.969091621191113	-1.1556973541186	0.0753333897816093	0.00554263423277241	0.0590359055753064	0.00918361638361638	0.0555626516521386	up
PF00359.25	Phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2	3.08014266330237	3.27756645217648	2.9058193827481	0.469322956393581	1.39786833833742	-0.26420552876347	0.338000006703729	0.201360914019439	0.396612862543045	0.418546653346653	0.580151417588339	none
