CycID	BH.Q	ADJ.P	PER	LAG	AMP
PF08455.13	1	0.995356156885831	24	2	0.0142454657255533
PF00176.26	1	0.995356156885831	24	4	0.874294732593519
PF00271.34	1	0.397664466748238	20	6	2.33678820264947
PF01565.26	0.482422149460877	0.00533014872615713	20	18	0.13951746306485
PF04030.17	1	1	0	0	0
PF08447.15	1	1	20	4	0.0938393004271257
PF00015.24	1	0.26241230001616	20	0	0.23040483600866
PF08448.13	1	0.995356156885831	20	2	0.0683964129225828
PF00512.28	1	0.132795407746432	24	4	7.19674366313372
PF02518.29	1	0.104105247708058	20	4	10.3115397484878
PF01025.22	1	1	20	0	0.351072282052117
PF00012.23	0.713764333823942	0.0359403160302583	20	18	1.70155534249127
PF06100.14	1	1	20	6	0.111454130433791
PF00359.25	1	0.104105247708058	20	6	0.0951002069603614
PF02302.20	1	1	20	18	0.403113674037848
PF02378.21	1	1	20	18	0.282630065029879
PF04167.16	1	1	20	4	0.0662156712938656
PF00521.23	1	0.995356156885831	20	4	0.318911018266554
PF03989.16	1	0.397664466748238	24	6	1.09893253632711
PF01544.21	1	1	24	6	0.096722732986894
PF00471.23	1	0.210776801586019	20	18	0.796588006895807
PF00122.23	1	1	24	6	0.360837585517875
PF00702.29	1	0.585634848170037	20	4	0.43639054285037
PF10543.12	1	0.26241230001616	20	4	0.0404981470528772
PF10552.12	1	1	0	0	0
PF00692.22	1	0.839458824074502	24	6	0.182293210777347
PF06605.14	1	0.534948236746622	24	6	0.0369165674184016
PF18013.4	1	1	24	6	0.0199026302982789
PF01551.25	1	0.26241230001616	24	4	1.26847614914467
PF01521.23	1	1	20	6	0.0179099313639231
PF08282.15	1	0.839458824074502	24	0	0.149113409223417
PF01219.22	1	1	20	0	0.0737352691718383
PF00654.23	0.926767767424889	0.0809096293966304	20	8	0.126626078400082
PF17767.4	1	0.585634848170037	20	6	0.12634101790687
PF04095.19	1	0.397664466748238	20	6	0.129887784349808
PF17956.4	1	1	20	4	0.128567921432239
PF00583.28	0.634421552905761	0.0268890859228307	24	2	1.57420089636242
PF00005.30	1	1	24	6	5.34635839036304
PF02687.24	0.549604891208116	0.0105520953573737	20	6	12.6187471280005
PF12704.10	1	0.324227026547799	20	4	1.30761470297782
PF08245.15	1	1	20	4	0.506859972020395
PF08353.13	1	1	24	12	0.0171866187491
PF13328.9	1	1	20	6	0.15347476187532
PF04607.20	1	1	24	6	0.263575578394447
PF02824.24	1	1	24	6	0.1499352340187
PF19296.2	1	1	20	12	0.0934549861933964
PF13291.9	1	1	20	6	0.156269637355247
PF13460.9	0.926767767424889	0.0809096293966304	20	8	0.0193152499619628
PF13520.9	1	0.324227026547799	20	6	0.155956033496737
PF00580.24	1	0.703461686116754	24	6	0.417653409277583
PF13361.9	1	0.585634848170037	24	6	0.454860189793651
